Customer_ID,Country,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Credit_Score,Monthly_Income,Debt_to_Income_Ratio,Employment_Length_Years,Current_Employment_Status,Number_of_Dependents,Loan_Status,Days_Past_Due,Previous_Loans,Previous_Defaults,Monthly_Payment,Risk_Score
CUST000387,USA,Business,8414.63,10.15,6,587,6339.57,0.362,6.4,Business Owner,1,Late,85.0,3,0,1544.7858241666663,84.5
CUST000388,Nigeria,Education,9010.23,30.02,3,621,1614.0680000000002,0.158,13.4,Employed,5,Defaulted,111.0,0,0,3905.0336819999998,113.3
CUST000389,India,Education,3598.87,35.25,3,792,1153.242,0.165,3.8,Business Owner,2,Late,31.0,1,0,1622.4905583333332,91.7
CUST000390,India,Emergency,2445.02,32.8,6,401,721.1669999999999,0.368,12.5,Employed,5,Completed,0.0,5,0,541.1644266666666,115.8
CUST000391,Nigeria,Personal,7827.2,17.41,3,778,567.7479999999999,0.568,6.7,Business Owner,0,Active,0.0,5,0,3063.3051733333327,104.5
CUST000392,USA,Emergency,2820.58,10.04,24,684,2685.89,0.254,4.2,Employed,3,Late,48.0,3,0,129.323593,94.0
CUST000393,India,Personal,8243.88,24.28,24,529,1634.892,0.535,6.3,Employed,2,Defaulted,114.0,3,0,426.8955859999999,60.9
CUST000394,India,Education,4295.01,21.27,3,542,416.73299999999995,0.482,3.6,Self-Employed,4,Defaulted,117.0,5,0,1736.1862089999997,74.0
CUST000395,India,Education,6708.74,19.509999999999998,6,818,527.676,0.224,18.0,Self-Employed,1,Late,61.0,5,0,1336.2691956666667,199.4
CUST000396,Nigeria,Education,1045.8,23.869999999999997,6,555,1270.092,0.118,7.9,Employed,0,Completed,0.0,5,0,215.90540999999996,133.2
CUST000397,Nigeria,Emergency,6276.21,38.5,3,535,728.788,0.151,4.9,Employed,2,Active,0.0,1,0,2897.5169499999997,72.9
CUST000398,USA,Business,4572.5,34.02,12,764,2005.68,0.464,9.0,Employed,2,Defaulted,173.0,5,0,510.6720416666667,125.0
CUST000399,USA,Business,5907.42,19.34,24,684,2411.97,0.2,6.4,Employed,0,Completed,0.0,0,0,293.7464595,80.4
CUST000400,USA,Education,1763.34,33.37,12,556,1505.97,0.286,14.9,Self-Employed,4,Active,0.0,5,0,195.98054649999997,151.5
CUST000401,Nigeria,Business,7395.05,25.0,6,672,732.636,0.351,19.4,Business Owner,4,Active,0.0,0,1,1540.6354166666667,79.1
CUST000402,Nigeria,Business,8641.69,29.34,6,547,1694.9759999999999,0.463,8.8,Employed,3,Defaulted,128.0,1,0,1862.8603076666668,62.4
CUST000403,USA,Emergency,2245.72,14.33,12,760,1550.47,0.157,17.2,Self-Employed,5,Late,52.0,3,0,213.96097299999997,176.3
CUST000404,USA,Personal,1047.57,25.93,3,756,1340.86,0.303,11.3,Employed,4,Defaulted,156.0,0,0,439.73496700000004,101.8
CUST000405,Nigeria,Education,334.02,43.41,12,703,870.176,0.343,3.1,Employed,3,Defaulted,94.0,1,0,39.918173499999995,61.5
CUST000406,USA,Education,6455.52,24.9,12,686,4298.31,0.37,13.8,Business Owner,5,Defaulted,154.0,5,0,671.91204,150.6
CUST000407,India,Emergency,6110.23,23.02,24,826,810.432,0.509,10.3,Employed,2,Completed,0.0,1,0,313.2002060833333,93.2
CUST000408,Nigeria,Emergency,5512.3,34.14,24,650,945.2200000000001,0.186,13.0,Employed,0,Late,38.0,5,0,308.09163416666667,161.4
CUST000409,USA,Business,2396.28,11.44,12,532,3047.81,0.504,17.8,Business Owner,4,Completed,0.0,1,0,222.53453600000003,101.8
CUST000410,Nigeria,Education,3969.97,40.88,12,695,498.128,0.446,8.8,Business Owner,3,Defaulted,104.0,3,2,466.074478,-1.1
CUST000411,India,Personal,5985.32,27.09,6,859,1145.253,0.378,18.0,Business Owner,2,Late,36.0,0,0,1267.7905313333333,138.1
CUST000412,Nigeria,Emergency,5017.99,28.58,24,549,1444.3680000000002,0.45,15.0,Business Owner,4,Active,0.0,3,0,268.83881425,114.9
CUST000413,Nigeria,Personal,9879.08,32.4,24,614,971.7080000000001,0.306,9.8,Self-Employed,1,Late,87.0,2,1,544.9959133333333,49.8
CUST000414,Nigeria,Personal,1450.75,33.489999999999995,6,692,1971.7400000000002,0.169,12.1,Self-Employed,2,Defaulted,179.0,5,0,322.76769583333333,162.8
CUST000415,Nigeria,Education,6981.93,18.009999999999998,3,645,678.5520000000001,0.433,6.5,Self-Employed,4,Late,55.0,0,0,2746.458531,53.7
CUST000416,India,Education,4102.76,32.11,24,552,1571.8079999999998,0.362,19.7,Employed,2,Active,0.0,3,0,225.83984316666667,147.5
CUST000417,Nigeria,Emergency,4339.18,22.77,24,762,1288.14,0.42,13.3,Business Owner,0,Active,0.0,0,0,221.9671369166667,100.7
CUST000418,Nigeria,Education,7204.22,35.989999999999995,3,882,1007.7080000000001,0.269,0.9,Business Owner,0,Late,85.0,2,0,3265.6729259999997,85.8
CUST000419,USA,Education,6955.12,31.03,24,670,2951.48,0.553,6.5,Self-Employed,0,Active,0.0,4,0,379.72057233333334,84.2
CUST000420,Nigeria,Education,9913.43,38.510000000000005,24,560,1130.116,0.394,12.5,Employed,5,Completed,0.0,5,0,572.1288288750001,129.1
CUST000421,USA,Personal,1371.1,23.47,3,495,5487.02,0.143,1.1,Employed,1,Late,13.0,5,0,564.2990566666666,90.7
CUST000422,India,Emergency,1130.69,27.56,3,676,522.009,0.325,0.5,Employed,0,Active,0.0,1,0,480.769388,47.6
CUST000423,India,Business,7270.95,17.0,12,760,610.8,0.478,9.0,Self-Employed,1,Active,0.0,5,0,708.9176249999999,123.2
CUST000424,India,Personal,5826.03,34.71,6,698,1501.437,0.497,6.7,Employed,0,Late,37.0,5,0,1308.0408355,103.6
CUST000425,India,Education,2814.19,20.6,6,650,663.984,0.347,8.8,Employed,5,Completed,0.0,3,0,565.65219,104.3
CUST000426,USA,Personal,886.25,21.91,3,591,4676.32,0.547,5.3,Employed,2,Late,47.0,5,0,360.1424583333333,80.9
CUST000427,Nigeria,Education,948.02,23.96,3,541,2788.9680000000003,0.234,3.3,Business Owner,4,Active,0.0,5,0,391.72186400000004,97.2
CUST000428,India,Education,8952.49,16.75,24,733,731.5229999999999,0.305,13.8,Self-Employed,4,Late,71.0,2,0,435.5013364583333,131.8
CUST000429,Nigeria,Personal,1999.49,33.629999999999995,12,741,1676.376,0.549,10.3,Business Owner,0,Active,0.0,2,0,222.65987391666667,90.7
CUST000430,USA,Emergency,3301.38,9.52,12,495,1674.31,0.548,4.0,Business Owner,4,Defaulted,156.0,0,0,301.305948,14.7
CUST000431,USA,Education,2343.9,28.96,3,809,4347.55,0.443,6.4,Self-Employed,0,Late,22.0,0,0,1007.5644800000001,68.6
CUST000432,USA,Emergency,3614.46,16.89,24,707,3293.52,0.529,11.8,Business Owner,0,Late,39.0,5,0,176.03926225,126.8
CUST000433,India,Business,787.3,13.0,24,790,1132.9109999999998,0.144,1.4,Employed,3,Active,0.0,5,0,37.068708333333326,121.6
CUST000434,Nigeria,Education,5238.69,30.31,6,516,863.44,0.532,2.9,Employed,3,Active,0.0,1,0,1137.7561564999999,22.9
CUST000435,Nigeria,Emergency,769.36,17.310000000000002,6,513,519.6560000000001,0.26,1.5,Employed,3,Active,0.0,0,0,150.42270266666668,32.8
CUST000436,Nigeria,Emergency,8023.53,23.73,24,635,1533.54,0.189,16.2,Employed,1,Active,0.0,3,0,413.646402875,155.6
CUST000437,USA,Business,2413.75,27.8,6,700,1062.41,0.22,15.0,Self-Employed,3,Late,87.0,5,0,514.12875,173.0
CUST000438,India,Emergency,5446.12,14.76,3,830,763.071,0.309,15.1,Business Owner,0,Active,0.0,3,0,2083.3224373333333,157.6
CUST000439,USA,Emergency,8812.78,31.5,24,721,4772.33,0.226,14.3,Business Owner,5,Late,58.0,5,1,482.8669041666667,121.0
CUST000440,USA,Business,6543.69,8.11,6,626,3281.15,0.26,13.4,Employed,5,Completed,0.0,3,0,1179.0638764999999,133.6
CUST000441,Nigeria,Education,5376.28,22.91,12,547,3158.588,0.167,9.5,Employed,2,Late,30.0,4,0,550.665479,125.5
CUST000442,USA,Emergency,3310.9,28.75,24,773,4976.86,0.248,12.8,Business Owner,3,Active,0.0,3,1,177.61598958333335,96.5
CUST000443,Nigeria,Emergency,3396.72,24.86,24,554,859.8520000000001,0.386,0.8,Self-Employed,5,Active,0.0,0,0,176.71435799999998,20.8
CUST000444,India,Emergency,6727.92,15.85,12,813,906.5849999999999,0.321,12.4,Business Owner,3,Completed,0.0,5,0,649.52461,161.2
CUST000445,Nigeria,Personal,9941.98,26.09,3,622,1164.472,0.273,15.6,Employed,2,Late,18.0,0,0,4178.614194,112.9
CUST000446,India,Business,6652.21,20.57,12,809,405.426,0.473,10.0,Employed,5,Completed,0.0,3,0,668.3807997499999,113.6
CUST000447,Nigeria,Personal,5622.06,39.6,24,718,745.0920000000001,0.547,7.2,Self-Employed,0,Late,18.0,2,0,327.01649000000003,73.1
CUST000448,USA,Business,7333.44,16.77,3,636,2252.1,0.478,5.5,Business Owner,1,Active,0.0,2,0,2854.419296,63.3
CUST000449,USA,Education,4705.54,30.09,6,598,1076.95,0.266,12.9,Self-Employed,3,Late,74.0,2,0,1020.2394976666666,117.7
CUST000450,India,Education,695.41,37.97,6,616,915.777,0.472,13.9,Self-Employed,5,Active,0.0,5,0,159.9095295,133.9
CUST000451,India,Emergency,5666.74,25.15,6,693,789.573,0.176,17.4,Employed,5,Active,0.0,1,0,1181.9875183333334,148.7
CUST000452,India,Business,9580.49,38.48,24,658,387.447,0.165,6.8,Business Owner,2,Defaulted,129.0,4,0,552.794273,123.3
CUST000453,Nigeria,Education,1835.5,26.56,12,591,1459.4520000000002,0.273,15.4,Employed,0,Defaulted,158.0,3,1,193.58406666666667,88.8
CUST000454,Nigeria,Business,6931.05,42.99,3,633,1705.5560000000003,0.504,11.2,Business Owner,4,Late,39.0,1,0,3303.569465,78.9
CUST000455,India,Education,2089.24,15.5,6,658,1001.79,0.223,17.7,Employed,5,Active,0.0,2,2,402.17869999999994,52.0
CUST000456,USA,Personal,5404.69,27.24,3,437,2535.04,0.132,10.6,Employed,1,Completed,0.0,3,0,2292.309185333333,113.5
CUST000457,Nigeria,Education,1057.1,29.83,24,696,1602.6760000000002,0.166,10.4,Business Owner,2,Active,0.0,1,0,57.18470541666667,115.0
CUST000458,Nigeria,Personal,4558.67,26.85,6,552,1675.42,0.529,11.6,Business Owner,5,Completed,0.0,0,0,963.7788158333333,60.3
CUST000459,Nigeria,Education,7586.02,33.72,24,535,1390.488,0.417,15.0,Employed,5,Late,26.0,2,0,422.6677476666667,106.8
CUST000460,India,Emergency,3540.96,32.71,12,481,592.1279999999999,0.227,19.3,Business Owner,2,Late,71.0,1,1,391.600668,81.9
CUST000461,India,Personal,6682.63,13.12,24,471,1026.927,0.378,1.5,Employed,2,Completed,0.0,5,2,314.97462733333333,-33.2
CUST000462,India,Education,7974.95,17.67,24,514,1625.82,0.364,1.1,Business Owner,3,Completed,0.0,0,0,391.00515270833336,20.5
CUST000463,India,Emergency,9279.06,32.97,12,579,663.621,0.428,18.8,Employed,5,Active,0.0,2,0,1028.1971735,129.1
CUST000464,India,Personal,2422.96,31.66,3,845,2552.931,0.217,10.6,Employed,4,Late,7.0,4,0,1063.3563786666666,155.8
CUST000465,USA,Emergency,4053.23,35.05,12,597,2292.01,0.532,12.3,Employed,1,Active,0.0,2,1,456.15725958333337,38.0
CUST000466,USA,Business,1608.92,29.31,12,668,3029.65,0.255,9.6,Self-Employed,0,Completed,0.0,5,0,173.37453766666667,139.3
CUST000467,India,Business,9925.59,39.62,24,690,638.9219999999999,0.447,1.9,Business Owner,0,Defaulted,166.0,4,0,577.42119825,73.8
CUST000468,Nigeria,Personal,9277.31,35.67,3,663,1333.208,0.108,15.4,Employed,4,Defaulted,132.0,4,0,4195.508825666667,172.5
CUST000469,India,Education,5445.58,21.35,6,642,374.247,0.286,14.9,Self-Employed,2,Defaulted,90.0,4,0,1101.368555,150.1
CUST000470,USA,Personal,8436.13,10.95,12,530,2268.74,0.276,6.2,Employed,2,Completed,0.0,3,1,779.9905195833331,36.4
CUST000471,USA,Emergency,5257.48,29.89,3,795,1726.65,0.372,6.1,Self-Employed,2,Active,0.0,3,0,2276.313590666666,102.8
CUST000472,Nigeria,Education,6273.5,34.04,12,831,1275.864,0.136,16.8,Employed,5,Late,69.0,4,0,700.74995,193.5
CUST000473,USA,Business,982.33,9.35,12,482,4901.14,0.495,1.4,Employed,2,Completed,0.0,0,0,89.51482125,5.7
CUST000474,India,Education,7577.18,23.08,12,548,1235.253,0.209,17.6,Self-Employed,2,Defaulted,111.0,4,0,777.1660953333334,161.9
CUST000475,Nigeria,Business,1364.36,42.79,12,622,364.264,0.439,5.1,Self-Employed,5,Active,0.0,1,0,162.34747033333332,53.8
CUST000476,India,Education,8278.07,27.01,24,554,2482.602,0.502,11.9,Business Owner,5,Late,65.0,4,0,438.08236279166664,104.7
CUST000477,India,Education,7842.08,25.12,3,701,1036.5659999999998,0.381,18.7,Business Owner,4,Late,46.0,3,0,3270.6701653333334,155.5
CUST000478,Nigeria,Education,7116.57,28.82,3,577,808.724,0.47,13.6,Self-Employed,3,Completed,0.0,3,1,3055.855158,58.7
CUST000479,India,Emergency,457.99,18.85,3,867,967.3799999999999,0.431,8.3,Business Owner,5,Completed,0.0,1,0,181.44037166666666,95.1
CUST000480,USA,Emergency,3100.97,18.32,12,769,3255.48,0.278,13.8,Self-Employed,1,Late,18.0,1,0,305.755642,128.1
CUST000481,India,Personal,2704.81,23.35,24,671,640.7280000000001,0.504,6.9,Business Owner,2,Late,13.0,2,0,139.01596395833334,71.2
CUST000482,Nigeria,Personal,3665.35,17.47,12,753,1316.4160000000002,0.247,5.5,Employed,3,Defaulted,151.0,0,0,358.80722041666667,78.1
CUST000483,Nigeria,Business,967.66,37.489999999999995,12,761,880.0440000000001,0.386,19.9,Business Owner,0,Late,25.0,0,0,110.86964449999999,137.0
CUST000484,Nigeria,Emergency,9375.88,27.66,3,594,974.1120000000001,0.473,15.0,Employed,4,Completed,0.0,0,1,3989.7494693333333,37.1
CUST000485,India,Business,5582.64,36.019999999999996,12,568,634.533,0.289,12.9,Employed,3,Active,0.0,5,0,632.792244,142.4
CUST000486,Nigeria,Personal,3124.69,39.81,6,658,582.524,0.251,7.1,Business Owner,5,Defaulted,168.0,3,0,728.1048481666667,106.2
CUST000487,Nigeria,Business,4030.12,21.939999999999998,12,736,1282.58,0.33,1.0,Self-Employed,2,Defaulted,115.0,0,0,409.52736066666665,45.6
CUST000488,India,Personal,4527.31,31.41,6,664,1198.32,0.509,0.6,Employed,2,Late,8.0,2,0,991.5563451666668,38.5
CUST000489,USA,Emergency,6045.88,21.22,12,492,3856.22,0.565,11.1,Employed,2,Active,0.0,2,0,610.7346446666667,68.2
CUST000490,India,Education,5205.23,37.64,24,570,1347.477,0.373,15.2,Business Owner,3,Defaulted,107.0,0,0,298.5199405,95.7
CUST000491,Nigeria,Emergency,9201.98,22.04,24,643,1402.316,0.431,10.7,Self-Employed,2,Completed,0.0,1,0,467.920683,84.7
CUST000492,Nigeria,Business,5019.94,34.980000000000004,3,642,913.556,0.552,16.8,Self-Employed,5,Late,74.0,2,0,2258.6383373333333,113.0
CUST000493,India,Business,9922.36,30.02,12,847,1360.842,0.149,0.7,Business Owner,3,Completed,0.0,1,0,1075.087706,83.3
CUST000494,USA,Emergency,8529.11,16.27,6,511,1512.08,0.216,7.3,Self-Employed,2,Late,32.0,3,0,1652.799366166667,96.0
CUST000495,Nigeria,Emergency,2164.25,19.82,6,701,760.04,0.454,4.7,Business Owner,0,Defaulted,137.0,5,0,432.200725,98.2
CUST000496,Nigeria,Personal,9312.89,34.25,12,799,736.2800000000001,0.512,8.9,Business Owner,0,Late,17.0,2,0,1041.8795687499999,93.2
CUST000497,Nigeria,Business,1252.03,36.68,6,877,2046.196,0.529,1.4,Business Owner,1,Active,0.0,1,0,285.212434,51.8
CUST000498,India,Business,8192.75,21.84,24,610,1432.8509999999999,0.308,19.1,Employed,2,Completed,0.0,0,2,415.91860833333334,25.7
CUST000499,Nigeria,Emergency,3868.17,34.06,6,699,1521.364,0.145,4.5,Employed,2,Active,0.0,3,0,864.278117,107.9
CUST000500,USA,Education,8791.95,19.06,3,707,5094.75,0.319,18.4,Employed,3,Completed,0.0,4,0,3489.2318899999996,170.8
CUST000501,Nigeria,Business,8693.76,35.97,24,670,768.212,0.215,8.5,Business Owner,3,Completed,0.0,4,0,492.537728,128.0
CUST000502,Nigeria,Education,8078.66,21.58,24,640,1419.424,0.246,19.7,Employed,2,Late,79.0,0,2,409.25145116666664,37.9
CUST000503,USA,Emergency,7921.3,32.93,24,694,2800.11,0.486,11.1,Employed,1,Defaulted,98.0,3,2,438.74100374999995,6.3
CUST000504,Nigeria,Emergency,3116.32,24.05,12,397,1821.016,0.138,18.6,Employed,2,Defaulted,90.0,3,0,322.14958,148.9
CUST000505,India,Personal,901.1,23.3,12,718,844.221,0.514,0.1,Business Owner,5,Active,0.0,3,0,92.58802500000002,50.9
CUST000506,India,Business,4089.5,14.63,24,663,737.715,0.314,15.0,Business Owner,3,Late,79.0,3,1,195.32474375,89.9
CUST000507,India,Education,1817.89,16.119999999999997,12,628,1172.0159999999998,0.398,18.1,Business Owner,2,Defaulted,98.0,4,0,175.91115566666667,153.5
CUST000508,USA,Personal,6980.02,22.44,6,855,4619.7,0.145,2.8,Employed,3,Completed,0.0,1,0,1424.3894146666669,95.0
CUST000509,Nigeria,Business,3526.39,23.490000000000002,12,583,853.664,0.269,1.9,Self-Employed,2,Completed,0.0,3,1,362.8949175833334,20.9
CUST000510,India,Personal,9758.54,36.39,12,610,867.39,0.145,8.5,Employed,4,Late,48.0,1,0,1109.139392166667,99.0
CUST000511,USA,Emergency,6445.62,8.41,24,849,1755.98,0.581,18.7,Employed,3,Active,0.0,3,0,291.15402675,150.3
CUST000512,Nigeria,Business,8242.56,26.61,3,567,341.956,0.504,10.8,Business Owner,1,Late,63.0,2,1,3478.6350719999996,30.3
CUST000513,USA,Personal,1411.99,17.45,3,595,3295.23,0.33,10.5,Business Owner,4,Active,0.0,5,0,552.7940850000001,129.0
CUST000514,India,Personal,8633.94,13.54,3,635,1212.549,0.212,2.8,Employed,5,Late,40.0,2,0,3267.658492,76.3
CUST000515,India,Education,9235.3,16.48,6,734,1019.4929999999999,0.567,0.0,Employed,2,Completed,0.0,5,0,1792.8795733333334,66.7
CUST000516,India,Personal,4921.91,24.58,12,671,337.392,0.272,16.2,Self-Employed,5,Late,84.0,2,0,510.97628983333334,140.9
CUST000517,USA,Business,6101.9,21.8,3,521,2501.32,0.18,1.8,Self-Employed,3,Defaulted,112.0,3,0,2477.3713999999995,73.1
CUST000518,USA,Business,7671.62,19.32,24,597,983.21,0.382,12.7,Business Owner,4,Defaulted,134.0,1,0,381.40737433333334,95.0
CUST000519,India,Education,1830.9,27.87,3,589,1773.798,0.572,18.3,Self-Employed,5,Late,15.0,5,0,780.39061,143.2
CUST000520,USA,Business,5075.4,24.66,3,642,1731.9,0.102,4.2,Self-Employed,1,Active,0.0,4,1,2108.9978799999994,65.0
CUST000521,India,Emergency,4046.76,13.28,12,693,1675.2689999999998,0.219,13.3,Business Owner,3,Active,0.0,0,0,382.01414400000004,113.9
CUST000522,India,Business,1549.1,25.99,12,692,1435.059,0.569,1.6,Self-Employed,4,Completed,0.0,5,0,162.64259083333334,70.3
CUST000523,Nigeria,Business,3738.59,42.98,12,472,760.0720000000001,0.186,12.1,Employed,5,Completed,0.0,5,0,445.4529985,139.1
CUST000524,USA,Personal,774.91,22.53,6,756,1691.9,0.157,3.3,Self-Employed,4,Active,0.0,4,0,158.24953716666667,116.4
CUST000525,India,Personal,355.54,31.97,6,675,1065.513,0.385,14.7,Business Owner,4,Late,6.0,3,0,78.201023,132.5
CUST000526,India,Business,1438.15,21.73,3,788,586.32,0.531,6.0,Employed,5,Completed,0.0,2,1,583.5533316666667,25.7
CUST000527,USA,Education,9634.84,29.67,12,694,3137.69,0.339,9.3,Self-Employed,0,Active,0.0,2,0,1041.1247523333334,102.0
CUST000528,Nigeria,Personal,5540.34,37.64,3,760,936.6360000000001,0.597,12.0,Employed,2,Active,0.0,1,0,2541.907992,86.3
CUST000529,Nigeria,Education,9661.64,30.6,24,697,489.37600000000003,0.44,3.4,Employed,3,Late,63.0,3,0,525.7542433333333,72.7
CUST000530,India,Business,4381.73,40.33,24,785,293.181,0.137,14.8,Self-Employed,3,Defaulted,91.0,4,0,256.20340454166666,178.8
CUST000531,USA,Business,3186.98,11.52,12,702,3338.72,0.596,6.1,Self-Employed,3,Active,0.0,3,0,296.17667466666666,71.1
CUST000532,Nigeria,Emergency,5110.8,16.47,12,640,900.484,0.304,13.2,Business Owner,4,Completed,0.0,3,0,496.04573000000005,129.6
CUST000533,USA,Personal,4451.17,29.56,24,877,2260.76,0.244,3.2,Business Owner,5,Late,8.0,2,0,240.2889938333333,99.3
CUST000534,USA,Business,1146.08,30.6,12,739,4221.44,0.379,13.8,Employed,2,Late,32.0,4,1,124.73170666666665,95.0
CUST000535,India,Emergency,6444.18,16.369999999999997,6,707,1608.003,0.252,2.6,Business Owner,1,Late,45.0,0,0,1249.8487109999999,58.5
CUST000536,Nigeria,Personal,2238.78,23.439999999999998,6,522,1040.48,0.143,8.5,Employed,3,Defaulted,103.0,5,0,460.591672,130.4
CUST000537,India,Business,6233.92,13.49,12,521,754.2539999999999,0.101,4.9,Employed,5,Defaulted,127.0,2,0,589.572984,86.5
CUST000538,Nigeria,Business,6536.99,24.21,24,679,1531.16,0.325,15.0,Business Owner,2,Completed,0.0,4,0,338.3164699583333,150.4
CUST000539,Nigeria,Personal,1605.05,37.65,3,665,605.008,0.518,5.2,Business Owner,2,Completed,0.0,1,0,736.4504416666667,50.7
CUST000540,Nigeria,Personal,707.36,30.5,12,589,1333.132,0.386,17.6,Business Owner,0,Late,52.0,5,0,76.9254,158.3
CUST000541,Nigeria,Personal,7829.54,25.75,12,664,1571.2920000000001,0.6,17.8,Self-Employed,5,Completed,0.0,5,0,820.4705458333334,145.4
CUST000542,Nigeria,Business,4652.02,26.41,3,809,1675.4279999999999,0.243,3.9,Employed,3,Active,0.0,2,1,1960.2061606666668,46.1
CUST000543,USA,Business,675.82,8.04,12,720,1131.87,0.24,12.3,Employed,4,Defaulted,129.0,1,0,60.846327333333335,119.5
CUST000544,India,Emergency,9949.18,21.39,3,536,611.154,0.18,1.8,Employed,2,Late,79.0,2,0,4025.769867333333,64.6
CUST000545,USA,Education,672.03,26.1,24,639,1921.51,0.182,7.8,Business Owner,2,Late,82.0,3,1,35.30957625,64.7
CUST000546,Nigeria,Personal,6980.85,43.28,6,570,1253.448,0.243,14.3,Business Owner,1,Active,0.0,4,0,1667.0269800000003,144.2
CUST000547,India,Business,9838.42,36.72,24,611,1137.2849999999999,0.496,13.2,Business Owner,0,Active,0.0,1,0,560.4619926666667,87.5
CUST000548,Nigeria,Business,2467.88,16.66,6,609,2520.128,0.553,12.5,Business Owner,2,Active,0.0,5,1,479.83813466666675,68.1
CUST000549,India,Personal,1508.27,38.16,3,602,698.226,0.588,5.7,Business Owner,2,Active,0.0,2,0,694.6086106666667,49.9
CUST000550,USA,Education,1301.71,29.93,6,524,2324.39,0.216,7.6,Self-Employed,4,Late,13.0,5,0,281.8853005,118.8
CUST000551,India,Personal,3102.42,34.85,24,637,1589.0040000000001,0.541,2.1,Business Owner,4,Defaulted,152.0,1,0,174.31722375,30.1
CUST000552,India,Education,1100.35,25.82,6,594,1037.238,0.264,14.4,Employed,1,Defaulted,171.0,5,0,230.74339499999996,155.0
CUST000553,India,Business,6952.4,24.14,3,357,1685.559,0.156,10.1,Business Owner,5,Active,0.0,2,0,2876.9031200000004,90.6
CUST000554,India,Education,716.69,21.48,6,855,1033.173,0.535,14.2,Employed,1,Completed,0.0,2,0,145.10583533333332,123.0
CUST000555,India,Emergency,5143.28,14.84,12,759,501.432,0.418,5.0,Business Owner,1,Late,24.0,0,0,492.211896,59.1
CUST000556,Nigeria,Business,9967.3,22.39,24,612,612.2520000000001,0.182,6.5,Business Owner,4,Defaulted,105.0,5,0,508.29076958333326,125.5
CUST000557,India,Emergency,8158.31,19.9,12,652,411.69,0.315,6.7,Employed,5,Active,0.0,0,0,815.1511408333334,67.2
CUST000558,India,Personal,6190.67,26.55,3,533,1245.201,0.244,0.5,Employed,4,Completed,0.0,0,1,2611.430961666667,-18.6
CUST000559,USA,Personal,3131.91,28.93,6,820,5400.78,0.468,6.8,Employed,0,Completed,0.0,5,2,672.9952605,19.2
CUST000560,India,Personal,6276.57,26.27,12,840,2254.557,0.327,16.1,Employed,3,Active,0.0,1,0,660.45207825,141.8
CUST000561,USA,Education,5317.71,9.62,12,666,4543.95,0.595,17.9,Self-Employed,3,Late,40.0,3,1,485.77280850000005,76.6
CUST000562,Nigeria,Business,4318.23,42.82,6,752,2132.668,0.127,10.4,Employed,0,Defaulted,164.0,2,0,1027.8826809999998,134.5
CUST000563,India,Personal,1394.03,39.4,6,668,669.156,0.278,9.1,Business Owner,3,Completed,0.0,4,0,323.8796366666666,124.5
CUST000564,USA,Personal,8877.38,29.99,24,516,1672.03,0.341,0.6,Business Owner,5,Defaulted,95.0,0,0,480.82109425,20.5
CUST000565,USA,Business,4552.87,35.76,12,609,4559.83,0.352,17.6,Self-Employed,4,Defaulted,92.0,1,0,515.0813593333334,123.7
CUST000566,Nigeria,Personal,2026.76,31.25,12,663,1469.3120000000001,0.258,0.3,Employed,3,Completed,0.0,5,1,221.676875,42.0
CUST000567,India,Emergency,3740.82,39.96,3,605,943.644,0.465,18.9,Business Owner,5,Active,0.0,1,0,1745.217224,118.5
CUST000568,India,Business,4199.88,15.12,24,628,1085.409,0.537,9.8,Self-Employed,4,Completed,0.0,1,0,201.45424400000002,68.1
CUST000569,USA,Business,8292.63,18.24,3,641,3503.76,0.569,6.8,Business Owner,5,Completed,0.0,5,0,3268.401904,91.2
CUST000570,India,Business,7362.78,19.310000000000002,12,642,1699.239,0.503,18.5,Self-Employed,0,Late,14.0,4,0,732.0444014999999,146.4
CUST000571,USA,Emergency,7716.12,13.48,3,655,5695.85,0.525,0.5,Self-Employed,1,Defaulted,103.0,5,0,2918.7509919999998,65.5
CUST000572,India,Business,209.21,16.939999999999998,12,544,1173.9599999999998,0.375,11.6,Employed,0,Active,0.0,4,1,20.3875145,64.9
CUST000573,USA,Emergency,4219.92,25.43,12,578,4550.09,0.513,11.0,Self-Employed,3,Defaulted,155.0,5,0,441.08713800000004,111.5
CUST000574,India,Business,4865.31,34.879999999999995,3,522,1156.389,0.252,4.4,Business Owner,4,Completed,0.0,0,0,2187.443376,49.0
CUST000575,Nigeria,Education,290.0,32.19,3,748,946.8360000000001,0.299,8.6,Business Owner,5,Active,0.0,4,0,127.78366666666665,127.9
CUST000576,India,Personal,2672.15,17.11,6,439,1305.4589999999998,0.258,13.0,Employed,3,Active,0.0,0,0,521.5591441666667,83.1
CUST000577,India,Education,7626.87,35.71,6,765,445.314,0.334,14.5,Employed,3,Active,0.0,4,0,1725.0708795,155.6
CUST000578,Nigeria,Personal,1457.39,33.81,6,789,2019.6000000000001,0.243,0.0,Self-Employed,1,Active,0.0,4,0,325.0222598333334,94.6
CUST000579,India,Emergency,5399.57,23.87,12,620,492.14099999999996,0.581,18.7,Employed,3,Late,75.0,5,0,557.37061325,147.4
CUST000580,Nigeria,Education,2230.5,34.879999999999995,3,390,1375.5520000000001,0.256,3.3,Business Owner,1,Active,0.0,4,0,1002.8328,69.9
